"203","2018-03-02",NULL,NULL,"Route 32, Costa Rica",NULL,"PARM",NULL,"D_7","356","F_0","E_1"
"204","2019-07-13",NULL,NULL,NULL,NULL,"PARM",NULL,"D_10","353",NULL,"E_2"
"205","2018-07-13",NULL,NULL,NULL,NULL,"PARM",NULL,"D_1","348",NULL,"E_2"
"206","2018-11-07",NULL,NULL,NULL,NULL,"PARM",NULL,"D_13","358","F_2","E_2"
"207","2016-08-09",NULL,"40000000.00",NULL,NULL,"PARM",NULL,"D_7","350","F_2","E_1"
"208","2017-09-29",NULL,"550000000.00","Yuna River, Dominican Republic",NULL,"PARM",NULL,"D_1","346","F_4","E_1"
"209","2018-03-02",NULL,NULL,"Route 32, Costa Rica",NULL,"PARM",NULL,"D_7","357",NULL,"E_1"
"210","2019-07-13",NULL,NULL,NULL,NULL,"PARM",NULL,"D_1","354",NULL,"E_2"
"211","2016-08-09",NULL,"40000000.00",NULL,NULL,"PARM",NULL,"D_11","351","F_1","E_1"
"212","2018-01-01",NULL,"150000000.00",NULL,NULL,"PARM",NULL,"D_13","359","F_2","E_2"
"213","2018-07-13",NULL,NULL,NULL,NULL,"PARM",NULL,"D_1","349","F_0","E_1"
"214","2019-07-13",NULL,NULL,NULL,NULL,"PARM",NULL,"D_3","355",NULL,"E_2"
"215","2019-03-12",NULL,"1900.00",NULL,NULL,"PARM",NULL,"D_8","364","F_1","E_2"
"216","2017-09-29",NULL,NULL,NULL,NULL,"PARM",NULL,"D_1","347",NULL,"E_2"
"217","2018-11-07",NULL,NULL,NULL,NULL,"PARM",NULL,"D_11","360","F_0","E_1"
"218","2018-11-07",NULL,NULL,NULL,NULL,"PARM",NULL,"D_13","361","F_2","E_2"
"219","2014-08-26",NULL,"18000000.00",NULL,NULL,"PARM",NULL,"D_1","369","F_2","E_2"
"220","2019-01-19",NULL,"30000000.00",NULL,NULL,"PARM",NULL,"D_6","371","F_7","E_2"
"221","2010-01-01",NULL,NULL,"Costa Rica, China",NULL,"PARM",NULL,"D_11","384",NULL,"E_1"
"222","2019-04-26",NULL,"1000000000.00","Portmore, St Catherine and St Thomas",NULL,"PARM",NULL,"D_1","377","F_6","E_1"
"223","2014-08-26",NULL,"18000000.00",NULL,NULL,"PARM",NULL,"D_1","370","F_2","E_2"
"224","2020-06-18",NULL,NULL,NULL,NULL,"PARM",NULL,"D_4","372",NULL,"E_1"
"225","2019-02-21",NULL,NULL,NULL,NULL,"PARM",NULL,"D_11","374","U_9999","E_1"
"226","2018-04-23",NULL,"1000000000.00","Costa Rica",NULL,"PARM",NULL,"D_0","385","F_4","E_2"
"227","2013-01-01",NULL,NULL,NULL,NULL,"PARM",NULL,"D_10","375","U_9999","E_2"
"228","2019-04-26",NULL,NULL,NULL,NULL,"PARM",NULL,"D_1","378","F_6","E_1"
